Job Title,Hospital,Link,Excel Link
"Assistant Director, SingHealth Office for Sustainable Health",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Director%2C-SingHealth-Office-for-Sustainable-Health-Sing/50398544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Director%2C-SingHealth-Office-for-Sustainable-Health-Sing/50398544/"", ""View Job"")"
Clinical Research Coordinator,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Clinical-Research-Coordinator-Sing/30337244/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Clinical-Research-Coordinator-Sing/30337244/"", ""View Job"")"
Senior Physiotherapist / Physiotherapist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Physiotherapist-Physiotherapist-Sing/14647544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Physiotherapist-Physiotherapist-Sing/14647544/"", ""View Job"")"
Therapy Assistant,Rehabilitation Services,https://careers.singhealth.com.sg/SGH/job/Singapore-Therapy-Assistant-%28Rehabilitation-Services%29-Sing/21446944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Therapy-Assistant-%28Rehabilitation-Services%29-Sing/21446944/"", ""View Job"")"
"Senior Asst Manager/ Senior Executive, Office of Improvement Science",Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Asst-Manager-Senior-Executive%2C-Office-of-Improvement-Science-Sing/26741444/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Asst-Manager-Senior-Executive%2C-Office-of-Improvement-Science-Sing/26741444/"", ""View Job"")"
Senior / Occupational Therapist,Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Occupational-Therapist-Sing/12773344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Occupational-Therapist-Sing/12773344/"", ""View Job"")"
"Assistant Director, SingHealth Impact, Technology Development & Commercialisation",2-year contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Director%2C-SingHealth-Impact%2C-Technology-Development-&-Commercialisation-%282-year-contract%29-Sing/43879844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Director%2C-SingHealth-Impact%2C-Technology-Development-&-Commercialisation-%282-year-contract%29-Sing/43879844/"", ""View Job"")"
"Senior Manager, SingHealth Impact, Technology Development & Commercialisation",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager%2C-SingHealth-Impact%2C-Technology-Development-&-Commercialisation-Sing/43880844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager%2C-SingHealth-Impact%2C-Technology-Development-&-Commercialisation-Sing/43880844/"", ""View Job"")"
"Associate Executive, Investigational Medicine Unit",Contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Associate-Executive%2C-Investigational-Medicine-Unit-%28Contract%29-Sing/25873744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Associate-Executive%2C-Investigational-Medicine-Unit-%28Contract%29-Sing/25873744/"", ""View Job"")"
"Senior Accountant , Eastern General Hospital Planning Office",Finance,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Accountant-%28Finance%29%2C-Eastern-General-Hospital-Planning-Office-Sing/43828144/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Accountant-%28Finance%29%2C-Eastern-General-Hospital-Planning-Office-Sing/43828144/"", ""View Job"")"
Senior / Associate Executive  (Contract),Division of Surgery,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Associate-Executive-%28Division-of-Surgery%29-%28Contract%29-Sing/45296344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Associate-Executive-%28Division-of-Surgery%29-%28Contract%29-Sing/45296344/"", ""View Job"")"
"Senior/ Executive, Accreditation & Licensing",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Executive%2C-Accreditation-&-Licensing-Sing/20543144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Executive%2C-Accreditation-&-Licensing-Sing/20543144/"", ""View Job"")"
"Allied Health Sponsorship, Eastern General Hospital Planning Office",Unknown,https://careers.singhealth.com.sg/EGH/job/Singapore-Allied-Health-Sponsorship%2C-Eastern-General-Hospital-Planning-Office-Sing/46773944/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Allied-Health-Sponsorship%2C-Eastern-General-Hospital-Planning-Office-Sing/46773944/"", ""View Job"")"
Sponsorship for Nitec in Nursing,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Sponsorship-for-Nitec-in-Nursing-Sing/12810544/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Sponsorship-for-Nitec-in-Nursing-Sing/12810544/"", ""View Job"")"
"Senior / Executive, Crisis Planning & Operations",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Executive%2C-Crisis-Planning-&-Operations-Sing/14808844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Executive%2C-Crisis-Planning-&-Operations-Sing/14808844/"", ""View Job"")"
Consultant,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Consultant-Sing/23673644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Consultant-Sing/23673644/"", ""View Job"")"
"Senior/Executive, Patient Experience",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-SeniorExecutive%2C-Patient-Experience-Sing/28902644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-SeniorExecutive%2C-Patient-Experience-Sing/28902644/"", ""View Job"")"
Senior / Research Coordinator  (Contract),Research Office,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Research-Coordinator-%28Research-Office%29-%28Contract%29-Sing/45309844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Research-Coordinator-%28Research-Office%29-%28Contract%29-Sing/45309844/"", ""View Job"")"
"Senior/Patient Service Associate, Admissions",Contract to Regular,https://careers.singhealth.com.sg/KKH/job/Singapore-SeniorPatient-Service-Associate%2C-Admissions-%28Contract-to-Regular%29-Sing/13484944/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-SeniorPatient-Service-Associate%2C-Admissions-%28Contract-to-Regular%29-Sing/13484944/"", ""View Job"")"
Patient Service Associate,Outpatient Paediatric Clinic,https://careers.singhealth.com.sg/KKH/job/Singapore-Patient-Service-Associate-%28Outpatient-Paediatric-Clinic%29-Sing/34367544/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Patient-Service-Associate-%28Outpatient-Paediatric-Clinic%29-Sing/34367544/"", ""View Job"")"
"Senior Assistant Manager, SingHealth AI Office",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-SingHealth-AI-Office-Sing/46540144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-SingHealth-AI-Office-Sing/46540144/"", ""View Job"")"
"Senior Executive, Group Chairman Medical Board Office",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive%2C-Group-Chairman-Medical-Board-Office-Sing/31924344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive%2C-Group-Chairman-Medical-Board-Office-Sing/31924344/"", ""View Job"")"
Senior Associate / Associate Executive,Business Office,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Associate-Associate-Executive-%28Business-Office%29-Sing/24332744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Associate-Associate-Executive-%28Business-Office%29-Sing/24332744/"", ""View Job"")"
"Senior Asst Mgr/ Snr Executive, Office of Risk Management",Contract,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Asst-Mgr-Snr-Executive%2C-Office-of-Risk-Management-%28Contract%29-Sing/28844544/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Asst-Mgr-Snr-Executive%2C-Office-of-Risk-Management-%28Contract%29-Sing/28844544/"", ""View Job"")"
Pharmacy Technician  (2 Years' Contract),Singapore Prisons,https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacy-Technician-%28Singapore-Prisons%29-%282-Years&apos;-Contract%29-Sing/12908344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacy-Technician-%28Singapore-Prisons%29-%282-Years&apos;-Contract%29-Sing/12908344/"", ""View Job"")"
Associate Executive/ Senior Associate,Division of Medicine,https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive-Senior-Associate-%28Division-of-Medicine%29-Sing/16023544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive-Senior-Associate-%28Division-of-Medicine%29-Sing/16023544/"", ""View Job"")"
"Manager / Senior Manager, Strategic Partnerships",Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Manager-Senior-Manager%2C-Strategic-Partnerships-Sing/26930944/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Manager-Senior-Manager%2C-Strategic-Partnerships-Sing/26930944/"", ""View Job"")"
Assistant Patient Experience Manager,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Assistant-Patient-Experience-Manager-Sing/28844144/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Assistant-Patient-Experience-Manager-Sing/28844144/"", ""View Job"")"
"Project Manager, Facilities Development",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Project-Manager%2C-Facilities-Development-Sing/28519744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Project-Manager%2C-Facilities-Development-Sing/28519744/"", ""View Job"")"
Associate Executive,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive-Sing/31496444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive-Sing/31496444/"", ""View Job"")"
"Manager, Finance Operations",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Manager%2C-Finance-Operations-Sing/36136344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Manager%2C-Finance-Operations-Sing/36136344/"", ""View Job"")"
"Senior Executive, Chairman Medical Board Office, Eastern General Hospital Planning Office",Unknown,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Executive%2C-Chairman-Medical-Board-Office%2C-Eastern-General-Hospital-Planning-Office-Sing/45248844/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Executive%2C-Chairman-Medical-Board-Office%2C-Eastern-General-Hospital-Planning-Office-Sing/45248844/"", ""View Job"")"
Patient Service Associate,Outpatient Clinic,https://careers.singhealth.com.sg/KKH/job/Singapore-Patient-Service-Associate-%28Outpatient-Clinic%29-Sing/23750344/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Patient-Service-Associate-%28Outpatient-Clinic%29-Sing/23750344/"", ""View Job"")"
"Associate Principal/Senior/Analyst, Data Science, Group Finance Analytics",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Associate-PrincipalSeniorAnalyst%2C-Data-Science%2C-Group-Finance-Analytics-Sing/18930444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Associate-PrincipalSeniorAnalyst%2C-Data-Science%2C-Group-Finance-Analytics-Sing/18930444/"", ""View Job"")"
Associate Wellbeing Coordinator,Stroke Program,https://careers.singhealth.com.sg/NNI/job/Singapore-Associate-Wellbeing-Coordinator-%28Stroke-Program%29-Sing/30238744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Associate-Wellbeing-Coordinator-%28Stroke-Program%29-Sing/30238744/"", ""View Job"")"
"Senior Data Analyst / Data Analyst, Department of Data Science, SGH",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Data-Analyst-Data-Analyst%2C-Department-of-Data-Science%2C-SGH-Sing/12413944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Data-Analyst-Data-Analyst%2C-Department-of-Data-Science%2C-SGH-Sing/12413944/"", ""View Job"")"
"Senior Accountant / Assistant Manager, Finance",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Accountant-Assistant-Manager%2C-Finance-Sing/36418944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Accountant-Assistant-Manager%2C-Finance-Sing/36418944/"", ""View Job"")"
Resident Physician,Orthopaedics,https://careers.singhealth.com.sg/SGH/job/Singapore-Resident-Physician-%28Orthopaedics%29-Sing/14969744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Resident-Physician-%28Orthopaedics%29-Sing/14969744/"", ""View Job"")"
Clinical Associate,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Clinical-Associate-Sing/17452844/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Clinical-Associate-Sing/17452844/"", ""View Job"")"
Laboratory Assistant,Department of Pathology & Laboratory Medicine,https://careers.singhealth.com.sg/KKH/job/Singapore-Laboratory-Assistant-%28Department-of-Pathology-&-Laboratory-Medicine%29-Sing/13420844/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Laboratory-Assistant-%28Department-of-Pathology-&-Laboratory-Medicine%29-Sing/13420844/"", ""View Job"")"
Pharmacy Store Assistant,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacy-Store-Assistant-Sing/12908744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacy-Store-Assistant-Sing/12908744/"", ""View Job"")"
Sonographer,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Sonographer-Sing/13431944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Sonographer-Sing/13431944/"", ""View Job"")"
Sleep Technologist,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Sleep-Technologist-Sing/18034544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Sleep-Technologist-Sing/18034544/"", ""View Job"")"
Senior Staff Nurse,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Staff-Nurse-Sing/19809244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Staff-Nurse-Sing/19809244/"", ""View Job"")"
Human Resource Executive,Manpower Planning,https://careers.singhealth.com.sg/SGH/job/Singapore-Human-Resource-Executive-%28Manpower-Planning%29-Sing/24419344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Human-Resource-Executive-%28Manpower-Planning%29-Sing/24419344/"", ""View Job"")"
"Senior Manager, Digital Solutions & AI",Office of Chief Data and Digital Officer,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Manager%2C-Digital-Solutions-&-AI-%28Office-of-Chief-Data-and-Digital-Officer%29-Sing/47918044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Manager%2C-Digital-Solutions-&-AI-%28Office-of-Chief-Data-and-Digital-Officer%29-Sing/47918044/"", ""View Job"")"
Nursing Sponsorship,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Nursing-Sponsorship-Sing/17447544/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Nursing-Sponsorship-Sing/17447544/"", ""View Job"")"
Pharmacist,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacist-Sing/12740744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacist-Sing/12740744/"", ""View Job"")"
"Senior Assistant Manager, Clinical Trial Coordinating Centre",2-year contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-Clinical-Trial-Coordinating-Centre-%282-year-contract%29-Sing/23938144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-Clinical-Trial-Coordinating-Centre-%282-year-contract%29-Sing/23938144/"", ""View Job"")"
Senior/ Staff Nurse,Department of Diagnostic & Interventional Imaging,https://careers.singhealth.com.sg/KKH/job/Singapore-Senior-Staff-Nurse-%28Department-of-Diagnostic-&-Interventional-Imaging%29-Sing/13421544/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Senior-Staff-Nurse-%28Department-of-Diagnostic-&-Interventional-Imaging%29-Sing/13421544/"", ""View Job"")"
"Senior / Assistant Manager / Executive, Development Office",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Assistant-Manager-Executive%2C-Development-Office-Sing/13437944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Assistant-Manager-Executive%2C-Development-Office-Sing/13437944/"", ""View Job"")"
Pharmacy Associate,2 Years' Contract,https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacy-Associate-%282-Years&apos;-Contract%29-Sing/12907744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacy-Associate-%282-Years&apos;-Contract%29-Sing/12907744/"", ""View Job"")"
"Associate Executive, International Collaboration Office",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Associate-Executive%2C-International-Collaboration-Office-Sing/37048544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Associate-Executive%2C-International-Collaboration-Office-Sing/37048544/"", ""View Job"")"
Assistant Manager/ Senior Executive,Human Factor & Ergonomic Office,https://careers.singhealth.com.sg/SGH/job/Singapore-Assistant-Manager-Senior-Executive-%28Human-Factor-&-Ergonomic-Office%29-Sing/19722444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Assistant-Manager-Senior-Executive-%28Human-Factor-&-Ergonomic-Office%29-Sing/19722444/"", ""View Job"")"
"Sponsorship - Higher NITEC in Nursing, Eastern General Hospital Planning Office",Unknown,https://careers.singhealth.com.sg/EGH/job/Singapore-Sponsorship-Higher-NITEC-in-Nursing%2C-Eastern-General-Hospital-Planning-Office-Sing/46520844/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Sponsorship-Higher-NITEC-in-Nursing%2C-Eastern-General-Hospital-Planning-Office-Sing/46520844/"", ""View Job"")"
Community Audiometrician,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Community-Audiometrician-Sing/20510544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Community-Audiometrician-Sing/20510544/"", ""View Job"")"
"Senior/Manager , Eastern General Hospital Planning Office",Finance,https://careers.singhealth.com.sg/EGH/job/Singapore-SeniorManager-%28Finance%29%2C-Eastern-General-Hospital-Planning-Office-Sing/27311744/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-SeniorManager-%28Finance%29%2C-Eastern-General-Hospital-Planning-Office-Sing/27311744/"", ""View Job"")"
"Senior/Associate Executive , SingHealth Office of Regional Health",HealthUP!,https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssociate-Executive-%28HealthUP%21%29%2C-SingHealth-Office-of-Regional-Health-Sing/38981744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssociate-Executive-%28HealthUP%21%29%2C-SingHealth-Office-of-Regional-Health-Sing/38981744/"", ""View Job"")"
"Senior Executive , Office of SingHealth Academy (2-year contract)",Cluster Education Office,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive-%28Cluster-Education-Office%29%2C-Office-of-SingHealth-Academy-%282-year-contract%29-Sing/48900544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive-%28Cluster-Education-Office%29%2C-Office-of-SingHealth-Academy-%282-year-contract%29-Sing/48900544/"", ""View Job"")"
"Senior Executive, SingHealth Duke-NUS Transplant Centre",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive%2C-SingHealth-Duke-NUS-Transplant-Centre-Sing/45064244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive%2C-SingHealth-Duke-NUS-Transplant-Centre-Sing/45064244/"", ""View Job"")"
Dietetic Technician,Unknown,https://careers.singhealth.com.sg/KKH/job/Singapore-Dietetic-Technician-Sing/42086244/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Dietetic-Technician-Sing/42086244/"", ""View Job"")"
"Deputy Director, SingHealth Impact, Technology Development & Commercialisation",2-year contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Deputy-Director%2C-SingHealth-Impact%2C-Technology-Development-&-Commercialisation-%282-year-contract%29-Sing/43724444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Deputy-Director%2C-SingHealth-Impact%2C-Technology-Development-&-Commercialisation-%282-year-contract%29-Sing/43724444/"", ""View Job"")"
"Staff Nurse, Dept of Child Development",2-Year Contract,https://careers.singhealth.com.sg/KKH/job/Singapore-Staff-Nurse%2C-Dept-of-Child-Development-%282-Year-Contract%29-Sing/14849244/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Staff-Nurse%2C-Dept-of-Child-Development-%282-Year-Contract%29-Sing/14849244/"", ""View Job"")"
Senior Executive / Assistant Manager,Research,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Executive-Assistant-Manager-%28Research%29-Sing/50179244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Executive-Assistant-Manager-%28Research%29-Sing/50179244/"", ""View Job"")"
"Senior Executive, Regional Health System Operations",Contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive%2C-Regional-Health-System-Operations-%28Contract%29-Sing/50198644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive%2C-Regional-Health-System-Operations-%28Contract%29-Sing/50198644/"", ""View Job"")"
Senior / Patient Service Associate,Bed Management Unit,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Patient-Service-Associate-%28Bed-Management-Unit%29-Sing/14807744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Patient-Service-Associate-%28Bed-Management-Unit%29-Sing/14807744/"", ""View Job"")"
Phlebotomist,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Phlebotomist-Sing/32760544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Phlebotomist-Sing/32760544/"", ""View Job"")"
Senior Clinical Pharmacist,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Clinical-Pharmacist-Sing/25020244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Clinical-Pharmacist-Sing/25020244/"", ""View Job"")"
"Patient Service Associate, Cardiac Laboratory",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Patient-Service-Associate%2C-Cardiac-Laboratory-Sing/18806744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Patient-Service-Associate%2C-Cardiac-Laboratory-Sing/18806744/"", ""View Job"")"
"Senior / Patient Service Associate, Outpatient Clinic Operations",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate%2C-Outpatient-Clinic-Operations-Sing/12705144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate%2C-Outpatient-Clinic-Operations-Sing/12705144/"", ""View Job"")"
Pharmacist,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Pharmacist-Sing/25019144/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Pharmacist-Sing/25019144/"", ""View Job"")"
Dietitian,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Dietitian-Sing/13366944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Dietitian-Sing/13366944/"", ""View Job"")"
Medical Social Worker,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Medical-Social-Worker-Sing/23540244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Medical-Social-Worker-Sing/23540244/"", ""View Job"")"
Social Work Assistant,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Social-Work-Assistant-Sing/27167644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Social-Work-Assistant-Sing/27167644/"", ""View Job"")"
Physiotherapist,Locum,https://careers.singhealth.com.sg/NHCS/job/Singapore-Physiotherapist-%28Locum%29-Sing/26529144/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Physiotherapist-%28Locum%29-Sing/26529144/"", ""View Job"")"
Senior Care Coordinator Associate / Care Coordinator Associate,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Care-Coordinator-Associate-Care-Coordinator-Associate-Sing/18237644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Care-Coordinator-Associate-Care-Coordinator-Associate-Sing/18237644/"", ""View Job"")"
"Senior / Manager, Office of DGCMIO",Research,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager%2C-Office-of-DGCMIO-%28Research%29-Sing/45993044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager%2C-Office-of-DGCMIO-%28Research%29-Sing/45993044/"", ""View Job"")"
Perfusionist,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Perfusionist-Sing/14158744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Perfusionist-Sing/14158744/"", ""View Job"")"
Research Fellow,CMROCK,https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Fellow-%28CMROCK%29-Sing/45149344/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Fellow-%28CMROCK%29-Sing/45149344/"", ""View Job"")"
"Executive, Human Resource",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Executive%2C-Human-Resource-Sing/42045844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Executive%2C-Human-Resource-Sing/42045844/"", ""View Job"")"
"Senior Manager , Office of Digital Empowerment",Automation,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager-%28Automation%29%2C-Office-of-Digital-Empowerment-Sing/48865444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager-%28Automation%29%2C-Office-of-Digital-Empowerment-Sing/48865444/"", ""View Job"")"
"Associate Executive, Patient Management Information Services",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Associate-Executive%2C-Patient-Management-Information-Services-Sing/34444244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Associate-Executive%2C-Patient-Management-Information-Services-Sing/34444244/"", ""View Job"")"
